X,Age,AnnualIncome,CreditScore,Experience,LoanAmount,LoanDuration,NumberOfDependents,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
12908,47,15000,570,23,35358,72,0,265,0.653376023259805,2,2,0.359374130614332,0,0,25,6,40951,1004,67333,9855,1250,0.822865016214187,1,57478,0.265358,0.227161226121405,903.501199043699,0.934800959234959,0,61
12909,40,181155,594,17,29553,72,0,1068,0.536332800375074,1,2,0.417032060790247,0,0,24,21,2732,3940,49358,17920,15096.25,0.859622663735998,2,31438,0.247553,0.200785614556272,709.224311625119,0.117726210921594,1,44
12910,41,84281,636,17,20726,84,3,226,0.143231033071733,2,2,0.388460851462602,0,0,29,10,3822,782,35293,6694,7023.41666666667,0.919270883981476,4,28599,0.227726,0.204199784991925,465.50120983411,0.0984565265956659,1,39.2
12911,31,66152,567,10,22133,36,3,471,0.0769983248464374,3,1,0.126890941621255,0,0,26,6,1425,3445,65706,10873,5512.66666666667,0.798860234273039,2,54833,0.223633,0.220600209964201,845.956699768171,0.23889648683665,0,49
12912,60,124032,626,37,17228,60,4,314,0.324098250564046,3,3,0.272281125137526,0,0,27,15,1152,1826,23945,27620,10336,0.562080739342658,4,1555,0.209228,0.191125182844082,447.971110721339,0.0737201152013679,1,37.6
12913,74,29029,671,56,22191,36,4,456,0.0935558184425469,0,0,0.12262349742112,1,0,26,3,3107,556,255653,35596,2419.08333333333,0.965014361992572,7,220057,0.171691,0.169903259400637,791.062839323641,0.515510491986761,0,56
12914,36,30915,482,12,38083,36,2,450,0.37229267171042,4,0,0.140030327409847,0,0,23,18,5392,469,54075,1449,2576.25,0.643137646511842,3,52626,0.282083,0.311631391274871,1641.04041104954,0.811660518602443,0,52
12915,44,29764,583,24,29916,36,2,710,0.223665726241633,4,1,0.0929435178822078,0,0,23,14,2417,1385,68380,31098,2480.33333333333,0.858615748402353,5,37282,0.223416,0.203882423594774,1117.71257318844,0.736881833028535,0,55
12916,41,177224,526,19,11084,60,1,622,0.467973595749287,2,1,0.28902495283919,0,0,23,28,8915,491,152695,10504,14768.6666666667,0.986530922987681,7,142191,0.253084,0.236794212853578,316.805008313822,0.0635673503575467,1,37.6
12917,36,22026,553,12,35156,48,4,237,0.248390193691376,3,2,0.57061087240132,0,0,22,1,3098,4991,52767,14860,1835.5,0.872543702717963,7,37907,0.253656,0.246341026701246,1158.50899284583,0.760288200951145,0,64
12918,30,106478,607,11,25541,96,5,370,0.424041372752652,4,0,0.135106847699867,0,0,22,6,10433,531,182881,33452,8873.16666666667,0.603106229142705,3,149429,0.257041,0.235235115649999,592.590170511777,0.108483273973415,1,36
12919,26,30034,546,1,17249,60,4,338,0.310118567310332,3,2,0.40080484241854,0,0,18,13,806,560,33941,24769,2502.83333333333,0.940017375801968,1,9172,0.249249,0.221405799373702,477.778335111117,0.325941933186835,0,57
12920,26,42877,593,4,32386,60,1,422,0.0164771448584059,5,0,0.413874376391186,0,0,17,15,1596,646,94958,15521,3573.08333333333,0.660248218734608,5,79437,0.240886,0.242739946821086,936.837034026139,0.380298164711003,0,54
12921,44,104003,586,19,15456,72,0,336,0.233919022379048,5,1,0.214069650320915,0,0,26,12,5086,2140,80723,52952,8666.91666666667,0.949306634866101,4,27771,0.237456,0.265916269610364,431.562395838759,0.0885623371447468,1,40.8
12922,33,60840,617,12,14307,36,5,342,0.420942088945787,2,0,0.149461951513801,0,0,23,7,1357,239,34049,2606,5070,0.897006427204638,9,31443,0.190807,0.208479304698994,537.900767944093,0.173550447326251,0,52
12923,18,49001,515,0,25476,60,0,241,0.392240297696872,3,1,0.264007096931949,0,0,27,9,12597,1769,80802,35726,4083.41666666667,0.884523545895028,1,45076,0.272976,0.271969381084585,780.919505285885,0.25026089392932,0,54
12924,45,212757,648,23,21710,60,2,404,0.151677089386436,1,1,0.0518709421839502,0,0,21,4,3642,172,73189,16407,17729.75,0.851163130378167,7,56782,0.20271,0.19485521907127001,568.985118719995,0.0548786710878605,1,36
12925,39,15000,486,15,21214,36,4,466,0.0846612358621074,0,0,0.0861394171249974,0,0,31,21,34094,2852,81362,19821,1250,0.964930212601948,5,61541,0.263214,0.284697524558267,882.879741037479,1.07910379282998,0,49
12926,56,28954,583,32,24757,48,4,655,0.625578447580971,4,0,0.215493379072431,0,0,15,20,3137,357,29625,59015,2412.83333333333,0.809780775843701,4,6153,0.228257,0.265046790980717,841.784015762724,0.620342895252908,0,59
12927,44,39923,603,21.5968074682428,42417,72,2,761,0.50755033024771,2,1,0.166771633695457,0,1,38,4,8990,2679,105432,217420,3326.91666666667,0.90371312343318,7,5286,0.255917,0.219098913593242,1063.50740006942,0.548407905238409,0,58
12928,22,76498,581,3.97957124771367,17472,84,3,412,0.181899416397385,5,0,0.31120077795907,0,0,22,26,619,1358,66973,82736,6374.83333333333,0.757799924888482,4,2001,0.251972,0.207124172756119,395.516261290009,0.126672529157365,1,42.4
12929,18,31126,469,0,37455,72,3,295,0.224023542625253,0,1,0.347185439672902,0,0,22,6,3216,1446,61694,32911,2593.83333333333,0.688051153711566,5,28783,0.317955,0.298576602162156,1123.36768911183,0.546822986228295,0,57
12930,31,70370,483,7,14113,36,1,287,0.245173397552655,1,0,0.252949931249036,0,0,29,17,3651,366,344856,17018,5864.16666666667,0.819356272465247,4,327838,0.257613,0.27905398320902,583.043249422915,0.148366050775543,1,36.8
12931,32,15000,560,9,47206,36,2,1234,0.639118777933858,3,1,0.497399043079318,0,0,25,16,3661,456,30761,15322,1250,0.777391988620771,1,15439,0.252206,0.256915633530491,1894.21145286751,2.50256916229401,0,60
12932,51,102963,578,25,38635,36,2,731,0.090398923314705,2,3,0.0233957405946987,0,0,34,24,3069,921,8063,27091,8580.25,0.781441062078025,3,10466,0.234635,0.224809896636088,1485.11906502207,0.258281409635159,1,38.4
12933,39,75902,578,17,21939,48,3,281,0.297741639211998,5,0,0.0780331906157809,0,0,23,10,6121,1124,140416,56611,6325.16666666667,0.845238114105707,3,83805,0.227939,0.2735268,756.516968447694,0.164029981046248,0,48
12934,53,23009,532,34,17993,48,1,221,0.396267862195419,2,1,0.237575683973732,0,0,27,7,4240,1153,54728,6163,1917.41666666667,0.968998660297033,2,48565,0.246993,0.248900691488251,595.493531934905,0.425829996228383,0,55
12935,24,37097,578,0,22307,60,2,293,0.182090737224294,3,0,0.627192505610425,0,1,20,13,3529,3074,108705,51534,3091.41666666667,0.816328091919519,6,57171,0.238307,0.1906456,579.448583855048,0.28221643276439,0,62
12936,51,38690,564,28,20962,36,3,471,0.349033116376342,2,1,0.178821260332202,0,0,21,18,13915,2566,158726,8649,3224.16666666667,0.691279914430074,6,150077,0.223962,0.253240582915779,837.042359186024,0.405699361856611,0,47
12937,48,66842,639,25,39097,84,3,1683,0.484924198067481,4,0,0.304815329986042,0,1,17,13,27099,1141,111272,21716,5570.16666666667,0.703070296505419,7,89556,0.244597,0.241573562668648,968.643392189842,0.476043815359775,0,59
12938,18,84935,486,0,23487,72,0,816,0.69972604592376,7,2,0.380829237164113,0,0,26,27,4338,2101,80340,81847,7077.91666666667,0.928111168552708,2,12422.8466110275,0.295487,0.318999281436128,735.601433211077,0.219217250821604,0,55
12939,55,32972,623,30,6474,36,3,411,0.37892202036587,4,2,0.475426182504864,0,0,31,14,9465,918,50375,128108,2747.66666666667,0.910120018164892,10,7495,0.179974,0.188560717855974,236.84022704357,0.235778318710507,0,54
12940,41,43197,593,19,11781,72,1,697,0.225541039984376,3,0,0.46731766297104,0,0,25,2,29354,1180,33396,5088,3599.75,0.822382722454144,5,30058.3002,0.230281,0.206067752732866,286.347137129438,0.273170952741006,0,61
12941,44,54844,530,19,16388,48,0,618,0.210025211540599,1,1,0.0356519111168506,0,0,28,19,2365,695,50181,29921,4570.33333333333,0.861822627433928,3,20260,0.246388,0.257162872335662,549.946588192962,0.255549541578214,0,50
12942,29,36268,505,5,46098,60,0,485,0.466587638194343,4,0,0.163269685761628,0,0,22,6,1066,1366,46804,42341,3022.33333333333,0.941242755482408,4,4463,0.298598,0.298748190254834,1487.88428211366,0.652768594501046,0,54
12943,55,167376,584,34,18176,48,3,247,0.142866198990077,0,1,0.149595405243098,0,1,28,27,2025,652,50345,84606,9246.33333333333,0.590108214095546,6,8370,0.221176,0.224020391981699,576.62900921171,0.0890762834866119,1,42.4
12944,25,59092,587,3,12181,36,4,490,0.30573572654585,5,0,0.0719083279224326,0,0,28,6,13379,3800,217640,23565,4924.33333333333,0.72134587998665,7,194075,0.203681,0.195238574589143,449.739826376045,0.190835949308071,1,38.4
12945,49,29175,604,25,11913,36,2,872,0.595011176508372,3,1,0.204824348968582,0,0,19,26,1231,76,329407,48450,2431.25,0.727130501426298,4,280957,0.194913,0.176559828810752,428.630381934255,0.53496365323774,0,49
12946,49,77748,558,28,27758,12,3,457,0.297588837877896,7,1,0.177086150717643,0,1,18,2,11369,381,64104,7193,6479,0.739430258138203,5,55412.08,0.213758,0.1710064,2532.9874337394,0.461489031291773,0,58
12947,28,103442,563,4,30619,24,3,419,0.622306749321383,2,1,0.250612074402111,0,0,35,16,4395,756,35172,16381,8620.16666666667,0.854702248717932,5,18791,0.224119,0.222472127303499,1592.19768502461,0.233313085790059,1,42.4
12948,63,68479,665,40,32068,36,2,356,0.452124387092194,7,1,0.614031787827588,0,0,26,15,7836,1315,49818,35421,5706.58333333333,0.799302982302087,1,14397,0.184568,0.178127045002808,1156.32424498542,0.2650139596055,0,53
12949,42,96942,582,19,18746,84,3,516,0.337284745747335,2,2,0.209046907990932,0,0,19,28,41040,3535,44575,35167,8078.5,0.905659079129614,6,9408,0.252746,0.221290845535494,440.638183512186,0.11841779829327,1,40.8
12950,47,37438,554,22,10540,48,0,1228,0.157139278382418,1,0,0.223300684184569,0,0,27,15,775,1551,48804,125398,3119.83333333333,0.521865841963828,6,9062,0.22854,0.210479075433538,326.650078132605,0.498311900678222,0,52
12951,21,56817,612,0,14043,84,2,764,0.478787808367584,6,1,0.148357668194919,0,0,27,21,372,921,65214,15564,4734.75,0.980577718077791,0,49650,0.233043,0.246359308570758,352.18900722134,0.2357440218008,0,48
12952,65,19381,602,42,59660,60,1,395,0.112614288945441,6,1,0.285080287173982,0,1,21,6,23410,2435,28875,22958,1615.08333333333,0.820956579981599,3,5917,0.26366,0.246343786750155,1738.33490777108,1.32088225030974,0,58
12953,25,28368,498,3,30052,36,1,343,0.296978432004154,7,0,0.127198976632396,0,0,22,8,3750,2264,46781,21058,2364,0.789457907987345,4,25723,0.266052,0.25328386226043,1200.08788872885,0.652744453777009,0,53
12954,52,75017,615,30,43158,60,3,401,0.252948403180914,1,0,0.457885345881272,0,0,27,2,16491,185,110527,38170,6251.41666666667,0.739782087157549,7,72357,0.240658,0.269814688796038,1317.36569408443,0.274876205780199,0,55
12955,28,77996,635,5,29644,120,4,987,0.557059731035843,3,0,0.229000803552867,0,0,15,27,5666,894,329689,88041,6499.66666666667,0.909931851192857,4,241648,0.267144,0.255286861725392,685.46051078747,0.257314812675645,0,46
12956,32,41887,577,7,17066,48,2,451,0.394812680045503,2,0,0.451274295669234,0,0,22,19,12985,1197,20136,33787,3490.58333333333,0.883956549752457,6,6411,0.223566,0.196294453228323,515.961198667626,0.277019943753707,0,60
12957,49,120502,534,28,43240,60,1,374,0.147969223976507,3,1,0.338165730823416,0,0,19,10,6777,1096,689596,31290,10041.8333333333,0.856066888234871,8,658306,0.28124,0.306881546455751,1417.29300859723,0.178383065037649,1,34.4
12958,52,24639,609,31,19637,120,0,289,0.224487899832284,1,2,0.295361528961109,0,0,24,4,2024,1331,9611,22300,2053.25,0.839713911314277,7,3270,0.270137,0.264380675244402,466.787185785903,0.368093113739634,0,54
12959,24,140350,588,0,11739,24,1,507,0.331532503626999,4,0,0.0192056129032437,0,0,14,20,2881,94,50205,35746,11695.8333333333,0.859100805693344,5,14459,0.192739,0.186717542551197,589.876326059401,0.0937835120250289,1,38.4
12960,53,34019,591,32,25777,72,2,522,0.506014318298427,6,3,0.209806962533417,0,0,24,4,5376,891,223320,51271,2834.91666666667,0.913341854466031,2,172049,0.245277,0.23415518437,669.510013466589,0.420298073476559,0,53
12961,52,24857,542,29,32947,48,0,275,0.404457186435801,6,2,0.204408543332717,0,0,21,6,7282,342,28825,10127,2071.41666666667,0.904819934322844,3,19587.4815,0.256947,0.22574754076771,1048.33846180855,0.638856722118623,0,57
12962,28,105382,495,7,13599,24,4,271,0.245573916992211,3,2,0.190008207221866,0,0,33,7,4910,980,377812,11287,8781.83333333333,0.91912929733832,10,359691.368166667,0.241099,0.262012883284575,734.02153946707,0.114443249071045,1,37.6
12963,59,32919,680,40,24046,24,2,268,0.455702079673329,4,1,0.226129152380692,0,0,24,23,1601,1745,43036,15275,2743.25,0.887438787488808,6,27761,0.159046,0.163891920998583,1181.84343789089,0.528513054913294,0,48
12964,22,98335,585,0,47975,48,0,712,0.364725698268543,2,1,0.731030310458855,0,0,22,19,861,101,275708,4717,8194.58333333333,0.880884757402876,3,270991,0.250475,0.260071401208988,1617.78052304021,0.284307380652692,0,51
12965,32,15000,558,7,39895,36,0,315,0.458648302727615,2,0,0.254639111176865,0,0,21,15,2510,1550,77591,2537,1250,0.956653350538864,8,75054,0.245895,0.233847445737693,1552.33588603077,1.49386870882461,0,53
12966,45,32004,622,23,30045,84,0,388,0.129079682067379,1,0,0.14877592118987,0,0,25,1,977,492,97550,12105,2667,0.778503992695453,5,85445,0.244045,0.257660068412602,775.264704496151,0.436169742968186,0,49
12967,29,78394,592,8.00863940367076,21956,60,0,197,0.438332879467334,4,2,0.360426782262836,0,0,23,22,11234,76,30726,53046,6532.83333333333,0.919302457480756,2,7118,0.230956,0.1847648,563.244787728662,0.116372904211342,1,44
12968,43,75381,525,20,27062,36,2,853,0.195539279467742,1,3,0.255748361500218,0,0,29,4,2447,2143,756860,153985,6281.75,0.621829990171308,5,602875,0.249562,0.213759428907265,1024.79372879448,0.29892844013125,1,36.8
12969,42,15000,517,20.8510405958419,20281,48,3,298,0.407526774204326,1,1,0.637377351058528,0,0,25,26,5120,916,7501,6604,1250,0.941622682667605,6,9197,0.256781,0.263456606861797,687.77063178389,0.788616505427112,0,61
12970,37,35774,614,19,22259,48,1,363,0.232767879496358,2,3,0.292028189914104,0,0,24,7,2676,462,316534,16373,2981.16666666667,0.874719532533206,4,300161,0.210259,0.208482717021112,687.450159040343,0.352362103999668,0,45
12971,49,16792,506,27,14654,12,5,417,0.362961257413752,6,0,0.675480642377554,0,0,22,16,1051,265,144932,13726,1399.33333333333,0.80243769502216,7,131206,0.226654,0.229033149678192,1377.91073312257,1.28268989980174,0,56
12972,37,68226,515,13,22981,24,3,651,0.147180882060286,4,7,0.236720100995355,0,0,33,25,6783,1086,7869,12855,5685.5,0.732206038137997,5,7788.01976666666,0.240481,0.247861684124179,1224.066722826,0.329798034091285,1,40.8
12973,42,54322,535,17,18029,24,0,1393,0.198054976225462,5,0,0.114313893271971,0,0,31,26,4252,11828,75758,38147,4526.83333333333,0.96675734365491806,5,37611,0.225529,0.242720832920834,955.66308981005,0.518831358891805,0,52
12974,53,44361,630,28.5457125310615,27338,72,1,324,0.656120908454794,2,0,0.703535299038093,0,0,29,12,3599,273,32051,137146,3696.75,0.958018432988282,7,2133,0.227338,0.249577724268429,735.700332951044,0.286657288956798,0,58
12975,49,54768,662,24.4022751529604,32336,96,1,174,0.0094075154133012,2,0,0.199241256947416,0,0,24,3,1926,1218,28562,54938,4564,0.858380642917502,9,9529,0.236336,0.272285739207057,830.023697216319,0.219987663719614,0,46
12976,49,27710,515,25,14921,36,2,422,0.447755955108305,2,1,0.747847699535599,0,0,20,22,5013,1448,90211,49489,2309.16666666667,0.724875184888199,2,40722,0.242421,0.239576353195051,585.061545123241,0.436114707379245,0,61
12977,26,25527,555,6,24345,48,0,488,0.284625320907462,0,1,0.268415661763409,0,0,33,29,1337,568,47747,14856,2127.25,0.889049233758448,4,32891,0.241845,0.241858257431056,796.194744230005,0.603687739677991,0,54
12978,46,102716,559,20,7612,96,4,181,0.276168398823857,5,1,0.281604376332559,0,0,31,3,712,326,236072,37129,8559.66666666667,0.811036824427847,4,198943,0.263112,0.235331402668195,176.657813861581,0.0417840819963683,1,40
12979,29,28020,602,4,66136,12,1,307,0.359951874658197,1,1,0.0510483555675773,0,0,19,8,2444,7171,17789,5042,2335,0.675062480771269,5,12747,0.230136,0.213308082582891,6168.67761030022,2.77330946907932,0,53
12980,24,31776,528,2,23272,36,2,474,0.267417428687446,0,1,0.17225307945087,0,0,20,24,5536,1362,40788,8170,2648,0.750300109329792,8,32618,0.244272,0.24895097396744,923.999988230632,0.527945614890722,0,51
12981,39,102734,632,15,12852,36,0,333,0.200443348711758,5,0,0.263420995357445,0,0,32,4,9459,1047,175562,29213,8561.16666666667,0.815579426352674,9,146349,0.181852,0.1668235358256,456.179690473706,0.0921813254198656,1,37.6
12982,29,24101,572,5,18202,24,3,335,0.142584646617776,0,0,0.347536151663832,0,1,27,6,7805,1525,90836,18615,2008.41666666667,0.86844760831168,2,72221,0.207202,0.230925072961304,954.135091382054,0.641866358100687,0,61
12983,49,115154,534,24,17652,12,0,426,0.108823136680105,3,1,0.126240028774433,0,0,25,16,1849,2221,323178,21144,9596.16666666667,0.908544157239684,5,324558.8277,0.215652,0.207850250526977,1641.82364431762,0.215484340377333,1,36
12984,49,130485,473,27,14811,36,3,390,0.460339831774646,3,1,0.390803711171805,0,0,25,13,2074,6656,397434,57097,10873.75,0.981488017596463,8,340337,0.263311,0.257775007608687,594.990301626626,0.0905842328200139,1,37.6
12985,18,24999,509,0,16725,84,4,178,0.334890557981817,0,3,0.230453365064426,0,0,32,4,6450,1191,168388,46129,2083.25,0.911997856539004,1,122259,0.287225,0.27863132843636,454.425577241338,0.303576420132648,0,53
12986,30,71615,431,8.28515798277218,38224,72,3,274,0.259515822056678,6,1,0.390105664803492,0,0,30,1,889,1269,149474,116918,5967.91666666667,0.967133557072763,6,32556,0.337724,0.384170047045421,1364.87399375561,0.274614088180791,0,58
12987,22,15000,467,0,26295,60,0,198,0.340731463462255,2,1,0.0957361770587116,0,0,22,3,1178,2056,14144,70201,1250,0.922856516561739,7,4028,0.297795,0.303414462898063,856.25562482051,0.843404499856408,0,55
12988,34,58892,511,15,23741,48,2,1022,0.200704798854782,1,0,0.159933473481051,0,0,20,23,875,2271,139903,23100,4907.66666666667,0.976279945548162,3,116803,0.263241,0.314117615786028,874.421710239749,0.386420235734514,0,46
12989,45,22501,599,27,18482,36,2,204,0.305465759555382,3,0,0.222251329052988,0,0,20,20,759,295,43765,6670,1875.08333333333,0.915936087414673,7,37095,0.203982,0.187972162118043,675.58315799855,0.469090169147264,0,57
12990,37,66327,573,13,39808,108,2,1341,0.473585066051709,2,1,0.0607802737174189,0,0,26,15,24605,947,25552,22779,5527.25,0.648570762484467,3,2773,0.298308,0.27741456225968403,1005.46789668867,0.424527187423886,0,51
12991,32,49221,611,9,10905,48,0,362,0.233018551706332,2,0,0.173779039812373,0,1,22,13,3118,2014,30315,62510,4101.75,0.938469366686776,10,4779,0.200405,0.180734932008868,320.753311972177,0.166454150538716,0,54
12992,55,51598,665,32,21960,60,1,372,0.338060498065811,5,0,0.389692993283319,0,0,25,12,1358,2647,60091,61487,4299.83333333333,0.833333725586088,4,10120,0.19446,0.184144259333611,562.602292066412,0.217357794968738,0,51
12993,18,20749,522,0,9443,72,1,537,0.414819489028734,3,1,0.619338899449481,0,0,22,29,4000,526,34353,41120,1729.08333333333,0.737630086603192,3,6496,0.263443,0.290599424025229,278.386846880116,0.471571746231693,0,61
12994,54,93409,621,35,24753,120,3,225,0.165481463036939,3,2,0.144938690183447,0,0,20,19,2192,2397,59186,37889,7784.08333333333,0.919509618036393,7,23842.2415,0.269253,0.255029896458816,571.914650359674,0.102377456179984,0,45
12995,33,50671,563,12,22638,36,0,190,0.143735824669201,2,1,0.321572288671816,0,0,23,22,13929,839,128828,10366,4222.58333333333,0.936829477031875,5,118462,0.226138,0.243431585371712,892.237289470321,0.256297437856838,0,49
12996,39,30360,497,16,13129,72,2,477,0.133285006215768,3,2,0.33066394086854,0,0,24,21,7748,1834,288229,10017,2530,0.849294283320472,10,278212,0.279629,0.2237032,332.773002424049,0.320068380404763,1,38.4
12997,33,36442,575,12,26302,36,0,491,0.395544062969905,2,0,0.196539172825744,0,0,24,18,5276,2203,40742,73739,3036.83333333333,0.727202607248183,5,1426,0.223802,0.221547368752984,1006.59199908615,0.493142637315017,0,54
12998,58,51123,463,34,22852,72,4,385,0.218532150539236,3,0,0.26214152107966,0,0,16,28,1480,298,34560,16712,4260.25,0.725681180286478,5,17848,0.306352,0.325234543247768,725.081144942042,0.260567136891507,0,52
12999,25,38783,440,4,14134,48,0,221,0.301150808246189,1,0,0.271523136439821,0,0,24,29,778,1597,6662,34077,3231.91666666667,0.957774167229343,4,8695.63233333333,0.289134,0.2313072,454.028370503111,0.208863173195403,1,42.4
13000,40,49092,437,16.7590923869911,38704,84,2,204,0.589015738172353,2,0,0.174804058989123,0,0,24,21,1438,1205,26809,13384,4091,0.706827856503771,6,13425,0.345204,0.367579997757349,1287.68989587974,0.364627205054934,0,55
13001,46,105620,539,22,44582,120,2,388,0.104086087814608,3,0,0.15467213273553,0,0,25,8,4997,3483,33635,48856,8801.66666666667,0.68131991087211,8,6203,0.330082,0.387948650987051,1473.66981770224,0.211513329032635,0,52
13002,20,76617,567,0,22277,48,0,470,0.650463074059856,2,0,0.267098249492796,0,0,16,21,1091,3412,86891,7334,6384.75,0.513245319962905,11,79557,0.233777,0.2805324,777.080065703493,0.195321675195347,0,52
13003,28,39371,619,6,20580,36,0,482,0.230423668526651,3,0,0.119888734184195,0,0,21,3,16513,977,36135,29916,3280.91666666667,0.839400608126705,2,6219,0.19608,0.205173083565892,770.261859678859,0.381680483506802,0,54
13004,38,76408,568,17,21806,48,0,173,0.138506083225722,2,1,0.216043087257138,0,0,27,16,748,1125,26235,107435,6367.33333333333,0.855533022548577,5,2239,0.232806,0.258149470664293,732.971134175518,0.142284232149856,0,51
13005,29,54862,611,8,27714,36,1,713,0.391098945624035,5,0,0.394572012080263,0,0,26,24,4116,3487,101660,2266,4571.83333333333,0.887007599256743,1,96134.7884,0.207214,0.188930167613672,1014.38650256962,0.377832343531688,1,39.2
13006,30,68675,498,7,34756,48,0,251,0.503802612828731,2,0,0.193670292998621,0,0,23,22,10295,2120,65125,6625,5722.91666666667,0.812818052010551,2,58500,0.280756,0.266287244377653,1184.20598064356,0.250782260906046,0,49
13007,35,32540,494,12,13840,60,2,481,0.281070026825219,2,0,0.351113993619632,0,0,23,5,816,2283,49179,15951,2711.66666666667,0.73040968097554,5,33228,0.27184,0.288391815073082,437.953437392744,0.338888790679561,0,57
13008,47,53965,486,24.5404403734428,6701,24,0,434,0.149473058532636,1,0,0.266739590762606,0,0,33,16,3016,2930,508145,12028,4497.08333333333,0.937690264865025,10,484433.119633333,0.238701,0.270135282105156,364.447873322322,0.177547938105585,1,36
13009,35,36777,528,14,26962,60,1,472,0.01862888615836,3,0,0.217719834836632,0,0,25,28,716,253,126516,31460,3064.75,0.696826787807922,8,95056,0.267962,0.275801832038159,832.668586480297,0.425701472054914,0,50
13010,52,84793,612,30,14562,12,2,514,0.41517768855749,5,0,0.325097839842847,0,0,30,14,1685,1457,12326,10720,7066.08333333333,0.823392250321289,10,1606,0.173562,0.152899493403189,1316.33472253329,0.259031012824166,1,43.2
13011,28,54032,592,2,53628,72,3,442,0.100949139048333,2,1,0.439054839744473,0,0,24,10,1588,6066,21915,38164,4502.66666666667,0.634631332319062,3,7023,0.272628,0.247684250327276,1436.97581559533,0.417302890641546,0,55
13012,24,94141,581,5.67091044175311,21661,12,5,794,0.461783244545373,7,0,0.260207584342688,0,0,28,16,4211,816,654864,17194,7845.08333333333,0.796539100154968,8,637670,0.196161,0.215894881632352,2023.07075963128,0.359087423286086,1,35.2
13013,63,156723,641,37,31914,36,1,341,0.123246072104608,1,0,0.321754258113679,0,1,26,8,15572,1020,221376,10735,13060.25,0.727550241404002,6,210641,0.196414,0.191563284147918,1172.36421451164,0.115875593079125,1,40.8
13014,32,31979,505,9,21669,48,0,327,0.541605511834443,3,0,0.396381995870978,0,0,15,8,7374,6047,69852,52722,2664.91666666667,0.940078209984417,6,17130,0.264169,0.273356128408561,746.99616666396,0.403013039806358,0,57
13015,24,37252,573,2,22334,36,3,315,0.652672537479633,0,1,0.29830596945325,0,0,27,15,3417,1642,479289,30739,3104.33333333333,0.66829587186428,6,448550,0.220834,0.210316994930095,841.798499755034,0.372639911872125,0,49
13016,19,34495,574,4.84879651581626,15433,36,3,954,0.0860132207028447,3,2,0.251886048105113,0,0,30,1,1256,1416,49512,9866,2874.58333333333,0.618832853635118,4,39646,0.213433,0.242847490661814,607.79039081179906,0.54331018088829,0,56
13017,52,127793,607,34,8491,48,1,386,0.161280838364278,4,0,0.439720777088304,0,0,25,22,99503,697,100200,4942,10649.4166666667,0.673709510704356,4,95258,0.199991,0.186685952248786,252.399405346813,0.0599468896118078,1,38.4
13018,35,50611,589,10,21556,84,1,337,0.239162808989936,2,0,0.152305481054842,0,0,25,16,511,848,47974,78242,4217.58333333333,0.662293543262384,4,8232,0.252056,0.256566943978932,554.700927803933,0.211424613891193,0,50
13019,36,182157,591,10,17052,120,3,330,0.169461247140745,4,1,0.19059669563948,0,0,28,4,1907,234,118204,17934,15179.75,0.625621442324402,9,100270,0.276552,0.325828427061973,482.375354560147,0.0535170443887512,0,49
13020,38,49679,629,13,27177,96,4,524,0.37931158841947,4,0,0.52760271179456,0,0,28,1,4388,1424,61482,132852,4139.91666666667,0.834758655290454,4,2832,0.247677,0.256129049233916,668.02593710119,0.287934766102665,0,60
13021,52,132794,567,34,12954,24,3,303,0.0258360760808323,5,2,0.0159489516838114,1,0,33,10,5490,1928,87681,31088,11066.1666666667,0.788124077199916,5,56593,0.204454,0.190099179172236,653.055649570535,0.0863944741091195,1,45.6
13022,37,119720,505,13,27832,108,3,307,0.0698627779070404,2,0,0.109485457513781,0,0,26,29,1482,1177,206878,7151,9976.66666666667,0.593044889785277,6,199727,0.320332,0.334392675768522,817.581334671271,0.112721149482586,1,35.2
13023,68,124182,561,42,11217,48,3,827,0.527884918650253,9,3,0.148612046162859,0,0,23,22,1411,1195,187233,13105,10348.5,0.960392411442229,3,174128,0.225717,0.220650474880039,353.799910589648,0.114103484619959,1,38.4
13024,41,34528,469,15,28135,36,1,353,0.127601788361944,1,0,0.304023280737623,0,0,32,8,910,1659,92080,71706,2877.33333333333,0.863156030532066,6,20374,0.278635,0.302996698410721,1198.99773386578,0.53938753493945,0,55
13025,52,67811,675,32,26889,24,3,189,0.392089972573583,7,0,0.322132261781067,1,0,29,12,11432,572,101852,2063,5650.91666666667,0.825821523433612,3,92975.3335,0.164389,0.160951245429208,1317.79154810458,0.26664550850533,0,61
13026,49,42550,581,25.6602612387706,25645,96,1,249,0.101934880017106,2,1,0.247702925938308,0,0,21,15,11432,3463,18235,9182,3545.83333333333,0.789834468995276,1,9053,0.270145,0.227567985286348,582.239315914783,0.234427069118153,0,52
13027,39,107034,580,13,18894,36,2,225,0.292163103434341,3,0,0.177395452427091,0,0,31,18,1033,311,217294,17164,8919.5,0.786621998678982,8,200130,0.213894,0.219856378843482,721.430048273325,0.106107971105255,1,36
